x=13.689; y=-1.035; t=22.524; error=0.0;
x=9.676309919425682; y=1.3089350240558728; t=27.582; error=0.0023367085822977806;
x=9.670274374805091; y=1.3159828100199928; t=27.596; error=0.002357024972127637;
x=9.66316422369432; y=1.3230994033812333; t=27.609; error=0.0024006064582826696;
x=9.656172762903227; y=1.3300974020595955; t=27.622; error=0.0024030123234767193;
x=9.649193682698536; y=1.337083105915471; t=27.635; error=0.0024008766398664386;
x=9.642096581566635; y=1.3431721869780295; t=27.648; error=0.0024332873648226392;
x=9.635113911227439; y=1.3501617905642949; t=27.661; error=0.002431899806013304;
x=9.628106958523313; y=1.3561736974685807; t=27.674; error=0.0024393273370435;
x=9.621141102188439; y=1.3631463053455157; t=27.687; error=0.0024307901679599935;
x=9.614191195876884; y=1.3691095276396372; t=27.7; error=0.002422613151021219;
x=9.608023496788787; y=1.3752833106346027; t=27.712; error=0.00250220964963951;
x=9.601224084662489; y=1.3811173451719445; t=27.725; error=0.0024457174485409895;
x=9.594016386024908; y=1.3873017867385256; t=27.738; error=0.0025162000598681032;
x=9.587971087910272; y=1.3933530835209675; t=27.75; error=0.002545587120121146;
x=9.58096044578327; y=1.3993679370144645; t=27.762; error=0.002555304640756871;
x=9.573924778695657; y=1.4043984240525471; t=27.774; error=0.002570535658530643;
x=9.566996739630286; y=1.41034218351597; t=27.786; error=0.0025454495699310277;
x=9.559942937777098; y=1.415385152697042; t=27.797; error=0.002564777775887568;
x=9.552910569974081; y=1.4204128356005747; t=27.808; error=0.0025789364693803384;
x=9.545529139245051; y=1.4256901284821621; t=27.819; error=0.0027416745961534534;
x=9.538549559609628; y=1.4306799795860716; t=27.83; error=0.002735746031029717;
x=9.531413188261638; y=1.434761859558931; t=27.841; error=0.002792596061519519;
x=9.525467197729208; y=1.4397208816482414; t=27.851; error=0.002760701117816525;
x=9.519205798441284; y=1.4438987769383618; t=27.862; error=0.0029060730783675467;
x=9.513294472689777; y=1.4478430315014963; t=27.873; error=0.002858241117107618;
x=9.507126907941101; y=1.4519583365495685; t=27.883; error=0.0029610573729712242;
x=9.500990496440577; y=1.4560529581254456; t=27.894; error=0.0030529729172341638;
