x=13.689; y=-1.035; t=22.524; error=0.0;
x=9.816920371059425; y=1.1323714915670753; t=27.296; error=0.0011144979754501743;
x=9.81192685267771; y=1.1413400598395633; t=27.31; error=0.001137794753694351;
x=9.805966996019881; y=1.1502617739288938; t=27.324; error=0.0012165767688592172;
x=9.801076352523365; y=1.1580707034307465; t=27.339; error=0.001422015073119734;
x=9.795110091466913; y=1.1670023364403608; t=27.353; error=0.0014925265971314024;
x=9.78887581183818; y=1.1763351711219139; t=27.367; error=0.0010995652836611005;
x=9.783018835402691; y=1.185103977446271; t=27.382; error=0.0013567910651857216;
x=9.776176282603263; y=1.1938853132748715; t=27.396; error=0.0016205453581792284;
x=9.769055639345666; y=1.2030234941283389; t=27.41; error=0.00143803273450409;
x=9.762016938709543; y=1.2120566161757473; t=27.423; error=0.001387132790626152;
x=9.754821397893725; y=1.2202655328240453; t=27.437; error=0.0011018786377688559;
x=9.74791243543788; y=1.2291321838949474; t=27.45; error=0.0012592232607800534;
x=9.739972606260086; y=1.2370575418209866; t=27.463; error=0.0013543228405167413;
x=9.732927711097883; y=1.2460987059823267; t=27.476; error=0.0012934368123067158;
x=9.72498503868197; y=1.2530363934278055; t=27.489; error=0.0013779836105531009;
x=9.717915551655707; y=1.2621089817983366; t=27.502; error=0.0012775555839034426;
x=9.710917936710235; y=1.2690939866141906; t=27.516; error=0.0012897550384709728;
x=9.703681623230244; y=1.2773489426947597; t=27.529; error=0.0009425952698351665;
x=9.696742646369996; y=1.2842751669617671; t=27.542; error=0.0010377410872576332;
x=9.68961950040585; y=1.2924011811709877; t=27.555; error=0.0008616059092348919;
x=9.682808887287928; y=1.2991997238746167; t=27.569; error=0.001137866653624079;
x=9.675733680844099; y=1.3062625502952807; t=27.582; error=0.0010402498007625995;
x=9.6696237722073; y=1.3133783919466615; t=27.596; error=0.0008806181570778337;
x=9.66260096400534; y=1.3203892371771475; t=27.609; error=0.0008568482721537664;
x=9.655605264366535; y=1.327372670985331; t=27.622; error=0.0008717147733311373;
x=9.648429198834496; y=1.3345359423191814; t=27.635; error=0.0006321085117758203;
x=9.641432421473493; y=1.3405224480688038; t=27.648; error=0.0006442392239895226;
x=9.63440001015446; y=1.3475423248406821; t=27.661; error=0.0006078442852634008;
x=9.627364601628116; y=1.353561645876197; t=27.674; error=0.000570165489204426;
x=9.620429191806476; y=1.3604850469131535; t=27.687; error=0.0006703598200963664;
x=9.613395860910428; y=1.3665027431120604; t=27.7; error=0.0006355865582346391;
x=9.60741639289616; y=1.3724715999713464; t=27.712; error=0.000672747823671535;
x=9.600729718632882; y=1.3781927639891722; t=27.725; error=0.001088172440541197;
x=9.593723487273921; y=1.3841875599778992; t=27.738; error=0.0010878844722843712;
x=9.587485979361023; y=1.3904144251983985; t=27.75; error=0.0007609689794016597;
x=9.58050849120985; y=1.3963847009576535; t=27.762; error=0.0007982206599724384;
x=9.573207032583623; y=1.4015904368738115; t=27.774; error=0.00045891659919279274;
x=9.566116530998356; y=1.407657239369372; t=27.786; error=0.0003620280700249634;
x=9.559225594028264; y=1.4125703725418235; t=27.797; error=0.0004852550034859386;
x=9.552205235892107; y=1.4175756976885532; t=27.808; error=0.00047133239110843436;
x=9.54519533078791; y=1.422573816035295; t=27.819; error=0.0004688143432932567;
x=9.538000693753297; y=1.4277036219003927; t=27.83; error=0.00029637891156498173;
x=9.530971814864735; y=1.43171218937876; t=27.841; error=0.00028918740558400306;
x=9.524941855903958; y=1.4367285418569762; t=27.851; error=0.00027761530814888406;
x=9.519037654941437; y=1.44065758123641; t=27.862; error=0.00034448295207917766;
x=9.513081481149221; y=1.444621474182389; t=27.873; error=0.0003871962968270002;
x=9.507081217385283; y=1.4486145983174328; t=27.883; error=0.0003938663740380548;
x=9.500970155248778; y=1.452681628759846; t=27.894; error=0.00031976703353013493;
x=9.495074543237735; y=1.4556234846245113; t=27.904; error=0.0003838235561705923;
x=9.48921600365925; y=1.4595222126057132; t=27.915; error=0.0005243456636115238;
x=9.48318302996737; y=1.4635370649237833; t=27.925; error=0.000497804031468962;
x=9.477023428934308; y=1.4666105011580346; t=27.936; error=0.00039020284834330655;
x=9.47088633977245; y=1.4706943617484558; t=27.946; error=0.00032608800673087013;
x=9.464151477680767; y=1.473573796440835; t=27.957; error=0.0004523217456803199;
x=9.456144193357385; y=1.4775687363846053; t=27.967; error=0.000454730722821202;
x=9.448180928234226; y=1.4805471222627444; t=27.978; error=0.00048768152604119276;
x=9.440198744005464; y=1.4845298090212171; t=27.988; error=0.0005104691334811213;
x=9.431188213084758; y=1.48752496213714; t=28.0; error=0.0005109649072341634;
x=9.421113368736412; y=1.4925516639784735; t=28.011; error=0.0004624474657667982;
x=9.40999923149217; y=1.4955726422033055; t=28.022; error=0.00042735848768898823;
x=9.399061364005583; y=1.5005331558701405; t=28.034; error=0.00047085983345944747;
x=9.385948065590094; y=1.5045560174447978; t=28.046; error=0.0004470097227756174;
